year,month,user_id,income,expense,savings,savings_rate,expense_ratio,income_variance,expense_volatility,monthly_surplus,expense_rolling_mean,expense_spike
2022,2,U042,0.0,2665.0,-2665.0,0.0,0.0,11734.405301046609,981.7802184989762,-2665.0,1770.3333333333333,894.6666666666667
2022,9,U042,0.0,28.0,-28.0,0.0,0.0,11734.405301046609,981.7802184989762,-28.0,1733.0,-1705.0
2019,4,U043,68683.0,0.0,68683.0,1.0,0.0,30701.9561638296,390.5122780217215,68683.0,0.0,0.0
2020,2,U043,0.0,109.0,-109.0,0.0,0.0,30701.9561638296,390.5122780217215,-109.0,54.5,54.5
2020,12,U043,56120.0,0.0,56120.0,1.0,0.0,30701.9561638296,390.5122780217215,56120.0,36.333333333333336,-36.333333333333336
2021,4,U043,0.0,44.0,-44.0,0.0,0.0,30701.9561638296,390.5122780217215,-44.0,51.0,-7.0
2021,7,U043,0.0,1164.0,-1164.0,0.0,0.0,30701.9561638296,390.5122780217215,-1164.0,402.6666666666667,761.3333333333333
2021,12,U043,0.0,51.0,-51.0,0.0,0.0,30701.9561638296,390.5122780217215,-51.0,419.6666666666667,-368.6666666666667
2022,3,U043,50893.0,132.0,50761.0,0.9974063230699703,0.0025936769300296,30701.9561638296,390.5122780217215,50761.0,449.0,-317.0
2022,11,U043,0.0,229.0,-229.0,0.0,0.0,30701.9561638296,390.5122780217215,-229.0,137.33333333333334,91.66666666666666
2019,9,U044,0.0,735.0,-735.0,0.0,0.0,33623.72497706543,597.5667516916187,-735.0,735.0,0.0
2020,2,U044,0.0,476.0,-476.0,0.0,0.0,33623.72497706543,597.5667516916187,-476.0,605.5,-129.5
2020,3,U044,0.0,1289.0,-1289.0,0.0,0.0,33623.72497706543,597.5667516916187,-1289.0,833.3333333333334,455.66666666666663
2020,4,U044,0.0,1144.0,-1144.0,0.0,0.0,33623.72497706543,597.5667516916187,-1144.0,969.6666666666666,174.33333333333337
2020,5,U044,116476.0,0.0,116476.0,1.0,0.0,33623.72497706543,597.5667516916187,116476.0,811.0,-811.0
2020,11,U044,0.0,157.0,-157.0,0.0,0.0,33623.72497706543,597.5667516916187,-157.0,433.6666666666667,-276.6666666666667
2021,3,U044,0.0,375.0,-375.0,0.0,0.0,33623.72497706543,597.5667516916187,-375.0,177.33333333333334,197.66666666666666
2021,5,U044,0.0,41.0,-41.0,0.0,0.0,33623.72497706543,597.5667516916187,-41.0,191.0,-150.0
2021,10,U044,0.0,1438.0,-1438.0,0.0,0.0,33623.72497706543,597.5667516916187,-1438.0,618.0,820.0
2022,4,U044,0.0,159.0,-159.0,0.0,0.0,33623.72497706543,597.5667516916187,-159.0,546.0,-387.0
2022,10,U044,0.0,1723.0,-1723.0,0.0,0.0,33623.72497706543,597.5667516916187,-1723.0,1106.6666666666667,616.3333333333333
2022,11,U044,0.0,314.0,-314.0,0.0,0.0,33623.72497706543,597.5667516916187,-314.0,732.0,-418.0
2019,8,U045,0.0,331.0,-331.0,0.0,0.0,27047.382048812866,365.79775833102093,-331.0,331.0,0.0
2019,9,U045,65529.0,0.0,65529.0,1.0,0.0,27047.382048812866,365.79775833102093,65529.0,165.5,-165.5
2020,2,U045,24467.0,0.0,24467.0,1.0,0.0,27047.382048812866,365.79775833102093,24467.0,110.33333333333333,-110.33333333333333
2020,5,U045,58353.0,0.0,58353.0,1.0,0.0,27047.382048812866,365.79775833102093,58353.0,0.0,0.0
2020,6,U045,0.0,389.0,-389.0,0.0,0.0,27047.382048812866,365.79775833102093,-389.0,129.66666666666666,259.33333333333337
2021,7,U045,0.0,1123.0,-1123.0,0.0,0.0,27047.382048812866,365.79775833102093,-1123.0,504.0,619.0
2021,9,U045,0.0,498.0,-498.0,0.0,0.0,27047.382048812866,365.79775833102093,-498.0,670.0,-172.0
2022,1,U045,0.0,99.0,-99.0,0.0,0.0,27047.382048812866,365.79775833102093,-99.0,573.3333333333334,-474.33333333333337
2022,10,U045,0.0,503.0,-503.0,0.0,0.0,27047.382048812866,365.79775833102093,-503.0,366.6666666666667,136.33333333333331
2019,5,U046,0.0,1446.0,-1446.0,0.0,0.0,24806.666666666668,634.6612175886527,-1446.0,1446.0,0.0
2020,6,U046,0.0,1528.0,-1528.0,0.0,0.0,24806.666666666668,634.6612175886527,-1528.0,1487.0,41.0
2020,9,U046,0.0,134.0,-134.0,0.0,0.0,24806.666666666668,634.6612175886527,-134.0,1036.0,-902.0
2020,11,U046,0.0,125.0,-125.0,0.0,0.0,24806.666666666668,634.6612175886527,-125.0,595.6666666666666,-470.66666666666663
2021,7,U046,0.0,1137.0,-1137.0,0.0,0.0,24806.666666666668,634.6612175886527,-1137.0,465.3333333333333,671.6666666666667
2021,8,U046,74420.0,0.0,74420.0,1.0,0.0,24806.666666666668,634.6612175886527,74420.0,420.6666666666667,-420.6666666666667
2022,2,U046,0.0,241.0,-241.0,0.0,0.0,24806.666666666668,634.6612175886527,-241.0,459.3333333333333,-218.33333333333331
2022,7,U046,0.0,1228.0,-1228.0,0.0,0.0,24806.666666666668,634.6612175886527,-1228.0,489.6666666666667,738.3333333333333
2022,12,U046,0.0,1162.0,-1162.0,0.0,0.0,24806.666666666668,634.6612175886527,-1162.0,877.0,285.0
2019,7,U047,0.0,188.0,-188.0,0.0,0.0,59028.36960448456,444.21078125347,-188.0,188.0,0.0
2020,3,U047,0.0,845.0,-845.0,0.0,0.0,59028.36960448456,444.21078125347,-845.0,516.5,328.5
2020,4,U047,0.0,417.0,-417.0,0.0,0.0,59028.36960448456,444.21078125347,-417.0,483.3333333333333,-66.33333333333331
2020,8,U047,0.0,48.0,-48.0,0.0,0.0,59028.36960448456,444.21078125347,-48.0,436.6666666666667,-388.6666666666667
2020,11,U047,0.0,477.0,-477.0,0.0,0.0,59028.36960448456,444.21078125347,-477.0,314.0,163.0
2021,3,U047,47517.0,1159.0,46358.0,0.9756087295073342,0.0243912704926657,59028.36960448456,444.21078125347,46358.0,561.3333333333334,597.6666666666666
2021,8,U047,76398.0,0.0,76398.0,1.0,0.0,59028.36960448456,444.21078125347,76398.0,545.3333333333334,-545.3333333333334
2022,2,U047,0.0,846.0,-846.0,0.0,0.0,59028.36960448456,444.21078125347,-846.0,668.3333333333334,177.66666666666663
2022,6,U047,0.0,831.0,-831.0,0.0,0.0,59028.36960448456,444.21078125347,-831.0,559.0,272.0
2022,9,U047,0.0,1132.0,-1132.0,0.0,0.0,59028.36960448456,444.21078125347,-1132.0,936.3333333333334,195.66666666666663
2022,12,U047,188780.0,0.0,188780.0,1.0,0.0,59028.36960448456,444.21078125347,188780.0,654.3333333333334,-654.3333333333334
2019,11,U048,0.0,2104.0,-2104.0,0.0,0.0,17071.84634963993,1322.1086138487967,-2104.0,2104.0,0.0
2019,12,U048,0.0,580.0,-580.0,0.0,0.0,17071.84634963993,1322.1086138487967,-580.0,1342.0,-762.0
2020,1,U048,0.0,305.0,-305.0,0.0,0.0,17071.84634963993,1322.1086138487967,-305.0,996.3333333333334,-691.3333333333334
2020,9,U048,0.0,2398.0,-2398.0,0.0,0.0,17071.84634963993,1322.1086138487967,-2398.0,1094.3333333333333,1303.6666666666667
2020,11,U048,63877.0,0.0,63877.0,1.0,0.0,17071.84634963993,1322.1086138487967,63877.0,901.0,-901.0
2020,12,U048,0.0,247.0,-247.0,0.0,0.0,17071.84634963993,1322.1086138487967,-247.0,881.6666666666666,-634.6666666666666
2021,11,U048,0.0,634.0,-634.0,0.0,0.0,17071.84634963993,1322.1086138487967,-634.0,293.6666666666667,340.3333333333333
2021,12,U048,0.0,851.0,-851.0,0.0,0.0,17071.84634963993,1322.1086138487967,-851.0,577.3333333333334,273.66666666666663
2022,1,U048,0.0,352.0,-352.0,0.0,0.0,17071.84634963993,1322.1086138487967,-352.0,612.3333333333334,-260.33333333333337
2022,3,U048,0.0,68.0,-68.0,0.0,0.0,17071.84634963993,1322.1086138487967,-68.0,423.6666666666667,-355.6666666666667
2022,4,U048,0.0,1428.0,-1428.0,0.0,0.0,17071.84634963993,1322.1086138487967,-1428.0,616.0,812.0
2022,6,U048,0.0,4948.0,-4948.0,0.0,0.0,17071.84634963993,1322.1086138487967,-4948.0,2148.0,2800.0
2022,8,U048,0.0,824.0,-824.0,0.0,0.0,17071.84634963993,1322.1086138487967,-824.0,2400.0,-1576.0
2022,12,U048,0.0,555.0,-555.0,0.0,0.0,17071.84634963993,1322.1086138487967,-555.0,2109.0,-1554.0
2019,6,U049,0.0,-495.0,495.0,0.0,0.0,26157.066440596464,333038.47581248026,495.0,-495.0,0.0
2019,8,U049,51038.0,0.0,51038.0,1.0,0.0,26157.066440596464,333038.47581248026,51038.0,-247.5,247.5
2019,12,U049,0.0,999999.0,-999999.0,0.0,0.0,26157.066440596464,333038.47581248026,-999999.0,333168.0,666831.0
2020,4,U049,0.0,1051.0,-1051.0,0.0,0.0,26157.066440596464,333038.47581248026,-1051.0,333683.3333333333,-332632.3333333333
2020,7,U049,0.0,5618.0,-5618.0,0.0,0.0,26157.066440596464,333038.47581248026,-5618.0,335556.0,-329938.0
2021,5,U049,0.0,117.0,-117.0,0.0,0.0,26157.066440596464,333038.47581248026,-117.0,2262.0,-2145.0
2022,2,U049,0.0,846.0,-846.0,0.0,0.0,26157.066440596464,333038.47581248026,-846.0,2193.6666666666665,-1347.6666666666665
2022,11,U049,0.0,54.0,-54.0,0.0,0.0,26157.066440596464,333038.47581248026,-54.0,339.0,-285.0
2022,12,U049,66326.0,0.0,66326.0,1.0,0.0,26157.066440596464,333038.47581248026,66326.0,300.0,-300.0
2019,4,U050,0.0,1770.0,-1770.0,0.0,0.0,31556.168846767734,712.9348875221032,-1770.0,1770.0,0.0
2019,10,U050,0.0,1040.0,-1040.0,0.0,0.0,31556.168846767734,712.9348875221032,-1040.0,1405.0,-365.0
2020,2,U050,0.0,1706.0,-1706.0,0.0,0.0,31556.168846767734,712.9348875221032,-1706.0,1505.3333333333333,200.66666666666674
2020,7,U050,0.0,405.0,-405.0,0.0,0.0,31556.168846767734,712.9348875221032,-405.0,1050.3333333333333,-645.3333333333333
2020,9,U050,69200.0,19.0,69181.0,0.9997254335260116,0.0002745664739884,31556.168846767734,712.9348875221032,69181.0,710.0,-691.0
2020,10,U050,0.0,115.0,-115.0,0.0,0.0,31556.168846767734,712.9348875221032,-115.0,179.66666666666666,-64.66666666666666
2021,2,U050,0.0,443.0,-443.0,0.0,0.0,31556.168846767734,712.9348875221032,-443.0,192.33333333333334,250.66666666666666
2021,3,U050,58874.0,769.0,58105.0,0.9869382070183782,0.0130617929816217,31556.168846767734,712.9348875221032,58105.0,442.3333333333333,326.6666666666667
2021,4,U050,0.0,382.0,-382.0,0.0,0.0,31556.168846767734,712.9348875221032,-382.0,531.3333333333334,-149.33333333333337
2021,5,U050,0.0,461.0,-461.0,0.0,0.0,31556.168846767734,712.9348875221032,-461.0,537.3333333333334,-76.33333333333337
2021,7,U050,0.0,812.0,-812.0,0.0,0.0,31556.168846767734,712.9348875221032,-812.0,551.6666666666666,260.33333333333337
2022,3,U050,42219.0,0.0,42219.0,1.0,0.0,31556.168846767734,712.9348875221032,42219.0,424.3333333333333,-424.3333333333333
2022,4,U050,0.0,2374.0,-2374.0,0.0,0.0,31556.168846767734,712.9348875221032,-2374.0,1062.0,1312.0
2022,12,U050,87491.0,652.0,86839.0,0.9925478049170772,0.0074521950829228,31556.168846767734,712.9348875221032,86839.0,1008.6666666666666,-356.66666666666663
2019,11,U051,45038.0,0.0,45038.0,1.0,0.0,34976.94635756529,572.3457839702949,45038.0,0.0,0.0
2020,2,U051,94752.0,0.0,94752.0,1.0,0.0,34976.94635756529,572.3457839702949,94752.0,0.0,0.0
2020,4,U051,0.0,105.0,-105.0,0.0,0.0,34976.94635756529,572.3457839702949,-105.0,35.0,70.0
2020,9,U051,0.0,579.0,-579.0,0.0,0.0,34976.94635756529,572.3457839702949,-579.0,228.0,351.0
2021,6,U051,0.0,1644.0,-1644.0,0.0,0.0,34976.94635756529,572.3457839702949,-1644.0,776.0,868.0
2021,11,U051,0.0,891.0,-891.0,0.0,0.0,34976.94635756529,572.3457839702949,-891.0,1038.0,-147.0
2021,12,U051,0.0,370.0,-370.0,0.0,0.0,34976.94635756529,572.3457839702949,-370.0,968.3333333333334,-598.3333333333334
2022,5,U051,0.0,94.0,-94.0,0.0,0.0,34976.94635756529,572.3457839702949,-94.0,451.6666666666667,-357.6666666666667
2019,11,U052,0.0,44.0,-44.0,0.0,0.0,27415.09744951979,1145.567050271029,-44.0,44.0,0.0
2020,10,U052,0.0,3004.0,-3004.0,0.0,0.0,27415.09744951979,1145.567050271029,-3004.0,1524.0,1480.0
2021,6,U052,0.0,310.0,-310.0,0.0,0.0,27415.09744951979,1145.567050271029,-310.0,1119.3333333333333,-809.3333333333333
2021,9,U052,67153.0,0.0,67153.0,1.0,0.0,27415.09744951979,1145.567050271029,67153.0,1104.6666666666667,-1104.6666666666667
2022,4,U052,0.0,692.0,-692.0,0.0,0.0,27415.09744951979,1145.567050271029,-692.0,334.0,358.0
2022,8,U052,0.0,272.0,-272.0,0.0,0.0,27415.09744951979,1145.567050271029,-272.0,321.3333333333333,-49.333333333333314
2019,8,U053,0.0,601.0,-601.0,0.0,0.0,15771.227374557759,10233.210522607262,-601.0,601.0,0.0
2019,10,U053,0.0,273.0,-273.0,0.0,0.0,15771.227374557759,10233.210522607262,-273.0,437.0,-164.0
2020,5,U053,0.0,121.0,-121.0,0.0,0.0,15771.227374557759,10233.210522607262,-121.0,331.6666666666667,-210.66666666666669
2020,9,U053,0.0,1857.0,-1857.0,0.0,0.0,15771.227374557759,10233.210522607262,-1857.0,750.3333333333334,1106.6666666666665
2020,12,U053,49873.0,0.0,49873.0,1.0,0.0,15771.227374557759,10233.210522607262,49873.0,659.3333333333334,-659.3333333333334
2021,2,U053,0.0,272.0,-272.0,0.0,0.0,15771.227374557759,10233.210522607262,-272.0,709.6666666666666,-437.66666666666663
2021,4,U053,0.0,242.0,-242.0,0.0,0.0,15771.227374557759,10233.210522607262,-242.0,171.33333333333334,70.66666666666666
2021,10,U053,0.0,32906.0,-32906.0,0.0,0.0,15771.227374557759,10233.210522607262,-32906.0,11140.0,21766.0
2022,1,U053,0.0,118.0,-118.0,0.0,0.0,15771.227374557759,10233.210522607262,-118.0,11088.666666666666,-10970.666666666666
2022,4,U053,0.0,2294.0,-2294.0,0.0,0.0,15771.227374557759,10233.210522607262,-2294.0,11772.666666666666,-9478.666666666666
2019,1,U054,0.0,257.0,-257.0,0.0,0.0,0.0,546.5136334211173,-257.0,257.0,0.0
2019,6,U054,0.0,74.0,-74.0,0.0,0.0,0.0,546.5136334211173,-74.0,165.5,-91.5
2019,10,U054,0.0,1025.0,-1025.0,0.0,0.0,0.0,546.5136334211173,-1025.0,452.0,573.0
2020,3,U054,0.0,121.0,-121.0,0.0,0.0,0.0,546.5136334211173,-121.0,406.6666666666667,-285.6666666666667
2020,4,U054,0.0,992.0,-992.0,0.0,0.0,0.0,546.5136334211173,-992.0,712.6666666666666,279.33333333333337
2020,7,U054,0.0,153.0,-153.0,0.0,0.0,0.0,546.5136334211173,-153.0,422.0,-269.0
2021,3,U054,0.0,1156.0,-1156.0,0.0,0.0,0.0,546.5136334211173,-1156.0,767.0,389.0
2022,1,U054,0.0,210.0,-210.0,0.0,0.0,0.0,546.5136334211173,-210.0,506.3333333333333,-296.3333333333333
2022,3,U054,0.0,1758.0,-1758.0,0.0,0.0,0.0,546.5136334211173,-1758.0,1041.3333333333333,716.6666666666667
2022,4,U054,0.0,484.0,-484.0,0.0,0.0,0.0,546.5136334211173,-484.0,817.3333333333334,-333.33333333333337
2022,7,U054,0.0,173.0,-173.0,0.0,0.0,0.0,546.5136334211173,-173.0,805.0,-632.0
2022,9,U054,0.0,201.0,-201.0,0.0,0.0,0.0,546.5136334211173,-201.0,286.0,-85.0
2019,9,U055,0.0,18.0,-18.0,0.0,0.0,0.0,634.4331928504972,-18.0,18.0,0.0
2020,9,U055,0.0,211.0,-211.0,0.0,0.0,0.0,634.4331928504972,-211.0,114.5,96.5
2021,2,U055,0.0,1851.0,-1851.0,0.0,0.0,0.0,634.4331928504972,-1851.0,693.3333333333334,1157.6666666666665
2021,5,U055,0.0,349.0,-349.0,0.0,0.0,0.0,634.4331928504972,-349.0,803.6666666666666,-454.66666666666663
2021,9,U055,0.0,472.0,-472.0,0.0,0.0,0.0,634.4331928504972,-472.0,890.6666666666666,-418.66666666666663
2022,3,U055,0.0,839.0,-839.0,0.0,0.0,0.0,634.4331928504972,-839.0,553.3333333333334,285.66666666666663
2022,6,U055,0.0,109.0,-109.0,0.0,0.0,0.0,634.4331928504972,-109.0,473.3333333333333,-364.3333333333333
2019,7,U056,0.0,474.0,-474.0,0.0,0.0,24479.59407186069,852.5231781193808,-474.0,474.0,0.0
2019,10,U056,0.0,2083.0,-2083.0,0.0,0.0,24479.59407186069,852.5231781193808,-2083.0,1278.5,804.5
2020,2,U056,0.0,124.0,-124.0,0.0,0.0,24479.59407186069,852.5231781193808,-124.0,893.6666666666666,-769.6666666666666
2020,3,U056,74232.0,0.0,74232.0,1.0,0.0,24479.59407186069,852.5231781193808,74232.0,735.6666666666666,-735.6666666666666
2020,8,U056,0.0,451.0,-451.0,0.0,0.0,24479.59407186069,852.5231781193808,-451.0,191.66666666666666,259.33333333333337
2020,9,U056,0.0,286.0,-286.0,0.0,0.0,24479.59407186069,852.5231781193808,-286.0,245.66666666666666,40.33333333333334
2021,1,U056,54333.0,0.0,54333.0,1.0,0.0,24479.59407186069,852.5231781193808,54333.0,245.66666666666666,-245.66666666666666
2021,5,U056,0.0,220.0,-220.0,0.0,0.0,24479.59407186069,852.5231781193808,-220.0,168.66666666666666,51.33333333333334
2021,6,U056,0.0,1134.0,-1134.0,0.0,0.0,24479.59407186069,852.5231781193808,-1134.0,451.3333333333333,682.6666666666667
2022,1,U056,0.0,2743.0,-2743.0,0.0,0.0,24479.59407186069,852.5231781193808,-2743.0,1365.6666666666667,1377.3333333333333
2022,4,U056,0.0,249.0,-249.0,0.0,0.0,24479.59407186069,852.5231781193808,-249.0,1375.3333333333333,-1126.3333333333333
2022,6,U056,0.0,781.0,-781.0,0.0,0.0,24479.59407186069,852.5231781193808,-781.0,1257.6666666666667,-476.66666666666674
2022,12,U056,0.0,1380.0,-1380.0,0.0,0.0,24479.59407186069,852.5231781193808,-1380.0,803.3333333333334,576.6666666666666
2019,4,U057,52232.0,0.0,52232.0,1.0,0.0,26355.591233292613,387.5672811730854,52232.0,0.0,0.0
2019,5,U057,0.0,546.0,-546.0,0.0,0.0,26355.591233292613,387.5672811730854,-546.0,273.0,273.0
2020,4,U057,0.0,413.0,-413.0,0.0,0.0,26355.591233292613,387.5672811730854,-413.0,319.6666666666667,93.33333333333331
2020,6,U057,0.0,188.0,-188.0,0.0,0.0,26355.591233292613,387.5672811730854,-188.0,382.3333333333333,-194.33333333333331
2020,9,U057,0.0,849.0,-849.0,0.0,0.0,26355.591233292613,387.5672811730854,-849.0,483.3333333333333,365.6666666666667
2021,4,U057,0.0,45.0,-45.0,0.0,0.0,26355.591233292613,387.5672811730854,-45.0,360.6666666666667,-315.6666666666667
2021,9,U057,0.0,269.0,-269.0,0.0,0.0,26355.591233292613,387.5672811730854,-269.0,387.6666666666667,-118.66666666666669
2021,10,U057,57068.0,0.0,57068.0,1.0,0.0,26355.591233292613,387.5672811730854,57068.0,104.66666666666667,-104.66666666666667
2022,4,U057,0.0,822.0,-822.0,0.0,0.0,26355.591233292613,387.5672811730854,-822.0,363.6666666666667,458.3333333333333
2022,7,U057,0.0,1165.0,-1165.0,0.0,0.0,26355.591233292613,387.5672811730854,-1165.0,662.3333333333334,502.66666666666663
2022,10,U057,0.0,51.0,-51.0,0.0,0.0,26355.591233292613,387.5672811730854,-51.0,679.3333333333334,-628.3333333333334
2022,11,U057,69315.0,0.0,69315.0,1.0,0.0,26355.591233292613,387.5672811730854,69315.0,405.3333333333333,-405.3333333333333
2022,12,U057,0.0,146.0,-146.0,0.0,0.0,26355.591233292613,387.5672811730854,-146.0,65.66666666666667,80.33333333333333
2019,2,U058,0.0,131.0,-131.0,0.0,0.0,26179.817808762535,561.7428872968233,-131.0,131.0,0.0
2019,6,U058,41290.0,0.0,41290.0,1.0,0.0,26179.817808762535,561.7428872968233,41290.0,65.5,-65.5
2019,9,U058,67648.0,0.0,67648.0,1.0,0.0,26179.817808762535,561.7428872968233,67648.0,43.666666666666664,-43.666666666666664
2019,11,U058,0.0,264.0,-264.0,0.0,0.0,26179.817808762535,561.7428872968233,-264.0,88.0,176.0
2020,10,U058,0.0,207.0,-207.0,0.0,0.0,26179.817808762535,561.7428872968233,-207.0,157.0,50.0
2021,3,U058,0.0,1718.0,-1718.0,0.0,0.0,26179.817808762535,561.7428872968233,-1718.0,729.6666666666666,988.3333333333334
2022,2,U058,0.0,538.0,-538.0,0.0,0.0,26179.817808762535,561.7428872968233,-538.0,821.0,-283.0
2022,6,U058,0.0,332.0,-332.0,0.0,0.0,26179.817808762535,561.7428872968233,-332.0,862.6666666666666,-530.6666666666666
2019,2,U059,0.0,248.0,-248.0,0.0,0.0,16164.406617185621,377810.41716574255,-248.0,248.0,0.0
2019,6,U059,42767.0,0.0,42767.0,1.0,0.0,16164.406617185621,377810.41716574255,42767.0,124.0,-124.0
2019,7,U059,0.0,1000107.0,-1000107.0,0.0,0.0,16164.406617185621,377810.41716574255,-1000107.0,333451.6666666667,666655.3333333333
2019,12,U059,0.0,244.0,-244.0,0.0,0.0,16164.406617185621,377810.41716574255,-244.0,333450.3333333333,-333206.3333333333
2020,3,U059,0.0,2361.0,-2361.0,0.0,0.0,16164.406617185621,377810.41716574255,-2361.0,334237.3333333333,-331876.3333333333
2021,5,U059,0.0,149.0,-149.0,0.0,0.0,16164.406617185621,377810.41716574255,-149.0,918.0,-769.0
2021,10,U059,0.0,100.0,-100.0,0.0,0.0,16164.406617185621,377810.41716574255,-100.0,870.0,-770.0
2019,2,U060,0.0,430.0,-430.0,0.0,0.0,29379.205088495302,340.9756202815293,-430.0,430.0,0.0
2019,7,U060,65632.0,312.0,65320.0,0.9952462213554364,0.0047537786445636,29379.205088495302,340.9756202815293,65320.0,371.0,-59.0
2019,12,U060,0.0,513.0,-513.0,0.0,0.0,29379.205088495302,340.9756202815293,-513.0,418.3333333333333,94.66666666666669
2020,4,U060,0.0,1003.0,-1003.0,0.0,0.0,29379.205088495302,340.9756202815293,-1003.0,609.3333333333334,393.66666666666663
2020,9,U060,0.0,23.0,-23.0,0.0,0.0,29379.205088495302,340.9756202815293,-23.0,513.0,-490.0
2021,2,U060,0.0,286.0,-286.0,0.0,0.0,29379.205088495302,340.9756202815293,-286.0,437.3333333333333,-151.33333333333331
2021,4,U060,40092.0,0.0,40092.0,1.0,0.0,29379.205088495302,340.9756202815293,40092.0,103.0,-103.0
2021,6,U060,0.0,244.0,-244.0,0.0,0.0,29379.205088495302,340.9756202815293,-244.0,176.66666666666666,67.33333333333334
2021,11,U060,0.0,106.0,-106.0,0.0,0.0,29379.205088495302,340.9756202815293,-106.0,116.66666666666667,-10.666666666666671
2021,12,U060,46259.0,0.0,46259.0,1.0,0.0,29379.205088495302,340.9756202815293,46259.0,116.66666666666667,-116.66666666666667
2022,2,U060,84650.0,0.0,84650.0,1.0,0.0,29379.205088495302,340.9756202815293,84650.0,35.333333333333336,-35.333333333333336
2022,5,U060,0.0,243.0,-243.0,0.0,0.0,29379.205088495302,340.9756202815293,-243.0,81.0,162.0
2022,6,U060,0.0,926.0,-926.0,0.0,0.0,29379.205088495302,340.9756202815293,-926.0,389.6666666666667,536.3333333333333
2022,7,U060,0.0,748.0,-748.0,0.0,0.0,29379.205088495302,340.9756202815293,-748.0,639.0,109.0
2019,9,U061,78330.0,73.0,78257.0,0.9990680454487424,0.0009319545512575,24770.120912098915,1892.097437002416,78257.0,73.0,0.0
2020,1,U061,0.0,6265.0,-6265.0,0.0,0.0,24770.120912098915,1892.097437002416,-6265.0,3169.0,3096.0
2020,6,U061,0.0,1635.0,-1635.0,0.0,0.0,24770.120912098915,1892.097437002416,-1635.0,2657.6666666666665,-1022.6666666666665
2021,4,U061,0.0,34.0,-34.0,0.0,0.0,24770.120912098915,1892.097437002416,-34.0,2644.6666666666665,-2610.6666666666665
2021,5,U061,0.0,249.0,-249.0,0.0,0.0,24770.120912098915,1892.097437002416,-249.0,639.3333333333334,-390.33333333333337
2021,10,U061,0.0,34.0,-34.0,0.0,0.0,24770.120912098915,1892.097437002416,-34.0,105.66666666666667,-71.66666666666667
2022,2,U061,0.0,837.0,-837.0,0.0,0.0,24770.120912098915,1892.097437002416,-837.0,373.3333333333333,463.6666666666667
2022,3,U061,0.0,965.0,-965.0,0.0,0.0,24770.120912098915,1892.097437002416,-965.0,612.0,353.0
2022,4,U061,0.0,346.0,-346.0,0.0,0.0,24770.120912098915,1892.097437002416,-346.0,716.0,-370.0
2022,12,U061,0.0,356.0,-356.0,0.0,0.0,24770.120912098915,1892.097437002416,-356.0,555.6666666666666,-199.66666666666663
2019,10,U062,0.0,1489.0,-1489.0,0.0,0.0,20418.666666666664,877.4246564678803,-1489.0,1489.0,0.0
2020,9,U062,0.0,954.0,-954.0,0.0,0.0,20418.666666666664,877.4246564678803,-954.0,1221.5,-267.5
2020,11,U062,0.0,1954.0,-1954.0,0.0,0.0,20418.666666666664,877.4246564678803,-1954.0,1465.6666666666667,488.33333333333326
2021,2,U062,0.0,123.0,-123.0,0.0,0.0,20418.666666666664,877.4246564678803,-123.0,1010.3333333333334,-887.3333333333334
2021,3,U062,0.0,632.0,-632.0,0.0,0.0,20418.666666666664,877.4246564678803,-632.0,903.0,-271.0
2021,12,U062,61256.0,2520.0,58736.0,0.9588611727830744,0.0411388272169256,20418.666666666664,877.4246564678803,58736.0,1091.6666666666667,1428.3333333333333
2022,6,U062,0.0,412.0,-412.0,0.0,0.0,20418.666666666664,877.4246564678803,-412.0,1188.0,-776.0
2022,7,U062,0.0,132.0,-132.0,0.0,0.0,20418.666666666664,877.4246564678803,-132.0,1021.3333333333334,-889.3333333333334
2022,11,U062,0.0,1914.0,-1914.0,0.0,0.0,20418.666666666664,877.4246564678803,-1914.0,819.3333333333334,1094.6666666666665
2019,12,U063,0.0,751.0,-751.0,0.0,0.0,0.0,508.95025196413746,-751.0,751.0,0.0
2020,1,U063,0.0,199.0,-199.0,0.0,0.0,0.0,508.95025196413746,-199.0,475.0,-276.0
2020,2,U063,0.0,464.0,-464.0,0.0,0.0,0.0,508.95025196413746,-464.0,471.3333333333333,-7.333333333333314
2020,4,U063,0.0,1567.0,-1567.0,0.0,0.0,0.0,508.95025196413746,-1567.0,743.3333333333334,823.6666666666666
2020,6,U063,0.0,690.0,-690.0,0.0,0.0,0.0,508.95025196413746,-690.0,907.0,-217.0
2020,7,U063,0.0,1029.0,-1029.0,0.0,0.0,0.0,508.95025196413746,-1029.0,1095.3333333333333,-66.33333333333326
2020,8,U063,0.0,499.0,-499.0,0.0,0.0,0.0,508.95025196413746,-499.0,739.3333333333334,-240.33333333333337
2020,9,U063,0.0,1691.0,-1691.0,0.0,0.0,0.0,508.95025196413746,-1691.0,1073.0,618.0
2020,12,U063,0.0,327.0,-327.0,0.0,0.0,0.0,508.95025196413746,-327.0,839.0,-512.0
2021,2,U063,0.0,85.0,-85.0,0.0,0.0,0.0,508.95025196413746,-85.0,701.0,-616.0
2022,6,U063,0.0,84.0,-84.0,0.0,0.0,0.0,508.95025196413746,-84.0,165.33333333333334,-81.33333333333334
2022,7,U063,0.0,674.0,-674.0,0.0,0.0,0.0,508.95025196413746,-674.0,281.0,393.0
2022,8,U063,0.0,848.0,-848.0,0.0,0.0,0.0,508.95025196413746,-848.0,535.3333333333334,312.66666666666663
