transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T14581,U164,2021-08-31,expense,food,258.0,Card,Ahmedabad,Doctor visit 
T14038,U034,2020-11-17,expense,food,220.0,Cash,Pune,Salary
T04011,U064,2019-10-29,expense,utilities,948.0,Card,Mumbai,Course fee cash
T01749,U138,2021-09-03,expense,food,194.0,Bank Transfer,,Salary
T02894,U047,2022-02-09,expense,food,432.0,UPI,Hyderabad,Doctor visit
T01774,U024,2022-08-23,expense,entertainment,1698.0,UPI,Mumbai,Course fee
T05314,U175,2022-10-15,income,salary,47749.0,Bank Transfer,Hyderabad,Monthly rent
T08251,U090,2022-10-12,expense,savings,2128.0,Bank Transfer,Chennai,Course fee
T09911,U171,2020-03-02,expense,utilities,67.0,Card,Chennai,Netflix subscription
T04930,U105,2022-11-26,income,salary,66880.0,Card,Kolkata,NRABXrd7ut5nKDVp
T02255,U093,2021-04-23,expense,education,188.0,Cash,KOLKATA,Gift late
T07134,U125,2020-08-31,expense,enteertainment,302.0,Bank Transfer,Mumbai,Paid electricity bill
T03857,U125,2020-08-06,income,salary,34439.0,Bank Transfer,mumbai,Doctor visit
T03650,U055,2021-09-16,expense,rent,472.0,Bank Transfer,Hyderabad,Gift late
T12673,U025,2021-06-02,expense,,116.0,Bank Transfer,Bengaluru,Course fee
T08253,U048,2022-03-26,expense,health,68.0,Cash,Chennai,Paid electricity bill
T08784,U064,2022-02-21,expense,,410.0,UPI,,
T03602,U121,2020-03-14,income,salary,51981.0,UPI,,Gift
T08068,U174,2020-09-13,expense,savings,384.0,UPI,Pune,Doctor visit 
T01819,U054,2022-03-20,expense,food,1758.0,Bank Transfer,Bengaluru,Course fee
T10337,U173,2019-03-01,expense,food,576.0,Bank Transfer,Jaipur,
T14994,U163,2020-06-14,income,other income,82797.0,Card,Delhi,Grocery shopping
T11856,U075,2022-07-24,expense,food,754.0,UPI,Lucknow,Monthly rent
T12509,U031,2020-01-08,expense,rent,930.0,Cash,Mumbai,Uber to office via app
T09390,U152,2022-12-09,expense,rent,404.0,UPI,Mumbai,Course fee late
T06855,U070,2021-11-16,expense,travel,1433.0,UPI,Bengaluru,Salary
T04155,U092,2019-06-19,income,bonus,52153.0,UPI,Chennai,EfyaidMv6htyolwlIleX
T07173,U120,2021-02-21,expense,travel,384.0,Bank Transfer,Ahmedabad,Monthly rent
T04450,U049,2022-12-04,income,salary,66326.0,UPI,Chennai,Salary
T11808,U096,2021-10-12,expense,utilities,585.0,Cadr,Pune,Dinner at resto
T08744,U141,2022-10-05,expense,rent,821.0,,Hyderabad,Uber to office cash
T08032,U154,2021-05-28,expense,rent,1355.0,Cash,Pune,Salary via app
T01048,U170,2021-04-24,expense,food,433.0,PUI,Jaipur,Course fee late
T05224,U181,2020-07-31,expense,travel,100.0,Cash,Mumbai,Salary cash
T00723,U139,2022-03-09,expense,food,430.0,UPI,Pune,Monthly rent via app
T05267,U045,2021-09-26,expense,food,498.0,Bank Transfer,Bengaluru,Course fee
T12400,U047,2022-06-27,expense,food,252.0,Card,bengaluru,Netflix subscription via app
T02709,U071,2020-07-10,expense,utilities,308.0,UPI,Delhi,Gift
T09088,U034,2021-11-28,expense,foo,212.0,Bank Transfer,Pune,Netflix subscription
T06115,U014,2021-01-03,expense,rent,2861.0,Card,Chennai,Grocery shopping
T14781,U002,2019-02-11,expense,rent,46.0,Bank Transfer,Lucknow,Uber to office late
T06642,U113,2022-09-23,expense,others,400.0,Bank Transfer,Hyderabad,JdXR9FZKNTYFjn
T07993,U090,2020-08-20,expense,food,498.0,Bank Transfer,Chennai,Salary
T09760,U029,2019-01-09,expense,food,162.0,Card,Kolkata,Course fee
T09932,U175,2019-05-25,income,salary,67662.0,UPI,Bengaluru,Netflix subscription
T14230,U172,2021-06-22,expense,education,1317.0,UPI,Jaipur,
T03165,U040,2020-04-22,income,salary,76904.0,Cash,Bengaluru,Monthly rent via app
T04190,U143,2022-02-11,expense,rent,1460.0,Card,Lucknow,Doctor visit cash
T12955,U025,2021-05-06,income,other income,57331.0,UPI,Lucknow,Grocery shopping
T12133,U101,2019-02-14,expense,rent,699.0,Card,Lucknow,POjsz0KTKSeYGj6g49b
T00067,U186,2020-04-26,expense,food,54.0,Card,,Doctor visit late
T01153,U192,2021-09-01,expense,utilities,-105.0,Bank Transfer,Mumbai,Doctor visit
T13560,U124,2022-12-28,expense,ernt,967.0,Card,Kolkata,Salary
T04353,U080,2020-09-02,expense,others,148.0,Cash,Kolkata,Doctor visit
T13118,U188,2019-08-05,expense,,2442.0,,Lucknow,Uber to office
T06086,U187,2019-10-07,expense,rent,635.0,Cash,Kolkata,Grocery shopping
T13563,U056,2022-01-03,expense,rent,2743.0,UPI,Kolkata,Grocery shopping
T13072,U161,2019-11-16,income,salary,63235.0,Card,mumbai,Dinner at resto
T05054,U188,2022-01-10,expense,others,584.0,Bank Transfer,chennai,Dinner at resto late
T08552,U001,2020-09-15,expense,education,863.0,UPI,Jaipur,Paid electricity bill
T02832,U019,2019-08-06,expense,travel,1421.0,Card,Ahmedabad,k43n03NhguKSG
T03724,U038,2021-09-26,expense,travel,2235.0,Cash,Bengaluru,Grocery shopping late
T02855,U149,2020-01-23,expense,rent,1308.0,,Delhi,Salary late
T09257,U192,2019-04-05,income,bonus,46988.0,UPI,Kolkata,Salary
T00596,U039,2021-03-01,expense,food,878.0,Card,Jaipur,Doctor visit
T00784,U080,2021-06-13,expense,food,2730.0,,Delhi,Uber to office late
T14988,U169,2021-05-23,expense,rent,897.0,Cash,Jaipur,Course fee 
T09421,U173,2021-02-23,expense,health,743.0,Cash,Pune,Doctor visit
T03176,U043,2021-04-20,expense,food,44.0,Card,Hyderabad,Salary
T06295,U109,2020-05-22,expense,travel,122.0,Card,Delhi,Gift 
T14384,U148,2019-07-08,income,salary,70850.0,Card,Delhi,Salary 
T13670,U010,2022-02-15,expense,others,263.0,UPI,Lucknow,Gift
T10256,U139,2019-11-19,expense,utilities,491.0,Cash,Bengaluru,Doctor visit
T04730,U111,2019-06-02,expense,entertainment,211.0,Cas,Lucknow,Uber to office
T01235,U178,2022-12-26,income,bonus,36702.0,Card,Hyderabad,Netflix subscription via app
T07309,U152,2021-01-11,expense,education,796.0,Cash,Mumbai,Dinner at resto cash
T08887,U130,2022-07-04,expense,food,432.0,UPI,Lucknow,Gift
T03180,U021,2022-08-20,expense,savings,789.0,Cash,,Doctor visit
T11907,U039,2019-01-27,expense,rent,351.0,Bank Transfer,Jaipur,Uber to office
T00765,U178,2019-08-27,expense,rent,229.0,UPI,,Uber to office
T02327,U167,2022-05-08,expense,food,217.0,Bank Transfer,Chennai,Course fee
T11092,U010,2022-04-25,expense,rent,3480.0,Bank Transfer,Mumbai,Netflix subscription
T13429,U103,2019-06-23,expense,food,458.0,Card,mumbai,Netflix subscription 
T09345,U036,2022-05-04,expense,rent,3208.0,UPI,Pune,Course fee 
T06723,U042,2020-12-31,expense,travel,741.0,UPI,Pune,Dinner at resto
T05385,U078,2020-07-02,expense,food,440.0,Bank Transfer,Mumbai,Doctor visit
T07795,U065,2019-10-19,income,bonus,55293.0,Card,Ahmedabad,Paid electricity bill
T11662,U149,2022-02-27,expense,travel,-1016.0,Card,delhi,
T05633,U169,2022-12-31,income,other income,54173.0,Bank Transfer,Chennai,Monthly rent
T03132,U172,2020-12-13,expense,rent,280.0,Bank Transfer,Chennai,Gift
T10847,U135,2021-03-01,expense,rent,1417.0,Card,,Paid electricity bill
T05596,U118,2020-02-05,expense,food,773.0,Card,Ahmedabad,Grocery shopping
T08646,U026,2022-04-10,expense,rent,1823.0,UPI,Mumbai,Course fee late
T11367,U154,2020-09-16,income,salary,63372.0,Card,Lucknow,nXnyJag3NqslID
T00587,U176,2020-05-24,income,bonus,72326.0,Card,Bengaluru,Netflix subscription
T03341,U107,2021-02-12,expense,food,516.0,UPI,Kolkata,
T13447,U138,2022-05-09,expense,food,179.0,Card,Hyderabad,Uber to office
T02071,U118,2019-08-22,expense,travel,2194.0,Ban Transfer,Pune,Netflix subscription
T05873,U153,2021-02-12,expense,food,211.0,Bank Transfer,Lucknow,
T09117,U158,2022-02-08,expense,food,4664.0,Bank Transfer,Pune,Grocery shopping
T01906,U097,2021-04-06,income,salary,57099.0,Cash,lucknow,Doctor visit
T02308,U107,2022-11-19,expense,entertaniment,354.0,Bank Transfer,,Monthly rent
T10264,U182,2021-07-24,expense,food,59.0,Bank Transfer,Bengaluru,Doctor visit 
T09373,U040,2021-03-30,expense,ernt,1048.0,Cash,Pune,Salary via app
T08775,U066,2019-05-27,income,bous,47556.0,UPI,Jaipur,Paid electricity bill
T05203,U004,2020-01-12,expense,ent,1067.0,Card,Kolkata,Salary
T06039,U175,2021-05-24,income,salary,86069.0,Bank Transfer,delhi,
T06319,U188,2019-07-11,expense,travel,79.0,UPI,Bengaluru,
T09943,U044,2020-05-27,income,salary,58238.0,Bank Transfer,Lucknow,Dinner at resto 
T04517,U011,2022-04-23,expense,food,4892.0,Bank Transfer,Ahmedabad,Salary
T07537,U070,2021-05-04,expense,food,954.0,Bank Transfer,Pune,Course fee cash
T06833,U038,2020-09-24,expense,food,293.0,Cash,Hyderabad,Gift
T07656,U073,2019-10-30,expense,rent,228.0,Bank Transfer,JAIPUR,Grocery shopping via app
T14804,U139,2020-11-09,expense,rent,1026.0,UPI,Hyderabad,Paid electricity bill
T13477,U076,2022-11-20,expense,food,238.0,Bank Transfer,Mumbai,Uber to office 
T04876,U037,2022-08-30,expense,food,308.0,UPI,Pune,A83ibfO0HNQn
T12136,U133,2022-06-13,expense,,202.0,Bank Transfer,Bengaluru,Monthly rent via app
T10793,U054,2019-10-12,expense,food,1025.0,Cash,Ahmedabad,Uber to office
T04867,U068,2019-10-11,expense,rent,90.0,Card,Jaipur,Grocery shopping
T09456,U131,2019-02-25,expense,food,165.0,Bank Transfer,Bengaluru,
T07449,U075,2019-10-09,expense,utilities,208.0,Cash,Bengaluru,Gift
T07317,U155,2020-07-10,expense,education,549.0,Bank Transfer,kolkata,Grocery shopping
T03099,U050,2021-04-25,expense,foo,191.0,Card,Bengaluru,4YzMGoFJuaqFYAtEn5
T03384,U134,2021-07-08,expense,education,663.0,UPI,Pune,Dinner at resto
T01771,U143,2020-12-30,expense,health,1164.0,Card,bengaluru,Grocery shopping
T13041,U146,2019-07-05,income,bonus,73046.0,Cash,Jaipur,Uber to office via app
T01458,U016,2019-05-15,expense,others,551.0,Card,Delhi,Dinner at resto
T04716,U033,2019-11-28,expense,utilities,999999.0,Card,Hyderabad,Gift
T06263,U140,2022-10-20,expense,entertainment,260.0,Bank Transfer,Bengaluru,Paid electricity bill
T11894,U173,2022-12-11,expense,utilities,56.0,Cash,Kolkata,Salary via app
T06729,U128,2022-08-21,expense,food,101.0,,Mumbai,Netflix subscription via app
T05764,U053,2021-10-22,expense,food,16324.0,UPI,Lucknow,Monthly rent
T02093,U098,2022-05-26,expense,food,966.0,UPI,Chennai,Course fee
T11370,U154,2019-06-21,expense,food,60.0,Cash,AHMEDABAD,Doctor visit
T10923,U034,2020-06-21,expense,rent,558.0,Card,Delhi,Salary 
T09824,U011,2020-01-28,expense,rent,510.0,UPI,Jaipur,
T00827,U116,2021-09-05,expense,rent,208.0,UPI,Mumbai,Course fee
T13555,U053,2020-05-18,expense,rent,121.0,UPI,hyderabad,Gift late
T03476,U038,2019-05-28,expense,food,403.0,Card,Delhi,cP1wvFHklSagsgxhfd9M
T13155,U189,2021-01-29,income,salary,72016.0,Card,Jaipur,Course fee 
T07029,U192,2021-11-07,expense,travel,39.0,Bank Transfer,Bengaluru,Doctor visit
T10412,U074,2020-08-16,expense,food,320.0,Bank Transfer,Delhi,Salary
T11663,U158,2019-08-04,expense,food,658.0,UPI,Ahmedabad,Netflix subscription
T01619,U124,2020-02-08,expense,rennt,452.0,Card,Hyderabad,Dinner at resto 
T02710,U035,2022-06-22,expense,utiilities,205.0,Cash,Pune,Doctor visit
T07279,U123,2021-09-05,income,bonus,67005.0,Cash,Bengaluru,Gift
T05327,U088,2021-12-28,expense,rent,139.0,Bank Transfer,mumbai,Course fee
T07209,U056,2022-04-19,expense,others,249.0,Cash,Delhi,Grocery shopping cash
T08777,U094,2019-05-14,expense,utilities,693.0,Card,Chennai,Doctor visit late
T01580,U170,2022-09-30,expense,rent,353.0,UPI,Mumbai,
T08963,U014,2019-09-17,expense,rent,305.0,UPI,Pune,
T07683,U117,2020-10-12,expense,fodo,533.0,Bank Transfer,Jaipur,Uber to office
T07827,U020,2022-07-09,expense,utilities,382.0,Cash,Hyderabad,Dinner at resto via app
T12185,U061,2019-09-09,expense,food,73.0,Cash,Chennai,Netflix subscription
T06175,U069,2019-10-25,income,salary,72219.0,UPI,Jaipur,Dinner at resto
T02291,U138,2022-10-16,expense,health,817.0,Bank Transfer,Ahmedabad,
T14951,U167,2021-11-10,expense,utilities,594.0,Cash,Lucknow,zbr3V7MVv
T12263,U047,2021-03-21,income,salary,47517.0,Card,Hyderabad,
T01114,U044,2019-09-15,expense,utilities,735.0,Card,Chennai,Uber to office cash
T02632,U090,2019-01-06,expense,savings,3791.0,UPI,kolkata,Netflix subscription
T07202,U171,2022-06-11,expense,food,410.0,Cash,Chennai,Salary
T08282,U015,2019-05-28,expense,food,423.0,UPI,Delhi,Dinner at resto
T05359,U132,2022-08-30,expense,savings,336.0,Bank Transfer,Chennai,Doctor visit cash
T09863,U177,2021-06-15,expense,food,829.0,UPI,Hyderabad,Gift
T11879,U023,2020-09-07,expense,food,63.0,Bank Transfer,Lucknow,Doctor visit
T04997,U093,2020-02-15,expense,education,651.0,Bank Transfer,Mumbai,Grocery shopping
T13540,U113,2022-10-28,expense,utilities,3219.0,Cash,Pune,Monthly rent
T04123,U061,2022-04-25,expense,food,173.0,UPI,Delhi,Uber to office late
T03149,U007,2019-12-21,expense,rent,20.0,Cash,Kolkata,Doctor visit
T09437,U047,2022-02-08,expense,entertainment,414.0,Cash,Kolkata,Doctor visit
T05479,U166,2021-10-02,income,bonus,72899.0,Cash,Bengaluru,Monthly rent late
T05478,U084,2021-06-11,expense,rent,16020.0,,Chennai,Doctor visit
T08425,U081,2021-08-22,expense,rent,7808.0,Card,Delhi,Monthly rent
T06798,U154,2019-04-16,income,other income,82130.0,Bank Transfer,Kolkata,Course fee
T12628,U005,2021-10-08,expense,entertainment,318.0,Cash,Hyderabad,Netflix subscription
T12152,U168,2019-09-03,expense,food,807.0,Bank Transfer,Pune,Uber to office
T08027,U102,2021-08-17,expense,rent,855.0,Bank Transfer,Jaipur,Salary cash
T09981,U047,2020-03-19,expense,food,499.0,Card,Delhi,Salary
T07555,U124,2021-02-12,expense,tarvel,676.0,Card,Lucknow,Dinner at resto
T04087,U166,2021-03-21,expense,utilities,1149.0,Card,Kolkata,Doctor visit late
T02846,U180,2021-01-30,expense,rent,177.0,Bank Transfer,Kolkata,Uber to office cash
T12892,U016,2019-09-28,expense,food,1723.0,UPI,Bengaluru,joUywaKv6e2x72PiKJW
T01396,U105,2019-08-06,expense,food,8576.0,UPI,hyderabad,Salary
T06047,U099,2019-10-12,expense,food,265.0,Bank Transfer,,Salary cash
T05336,U080,2020-09-19,expense,food,136.0,Card,Jaipur,Course fee
T04821,U050,2019-04-19,expense,food,191.0,Bank Transfer,Bengaluru,Course fee
T12499,U160,2021-06-23,income,bonus,45356.0,Card,PUNE,
T12276,U079,2019-09-22,expense,rent,36.0,Card,Hyderabad,Paid electricity bill
T02587,U014,2021-10-09,expense,savings,194.0,UPI,Lucknow,Gift
T10126,U048,2020-11-10,income,other income,63877.0,Bank Transfer,Chennai,Monthly rent
T09315,U071,2020-12-03,expense,others,95.0,Bank Transfer,Ahmedabad,Dinner at resto via app
T08373,U077,2019-06-11,expense,savings,254.0,Cash,Delhi,Netflix subscription
T08044,U060,2022-06-13,expense,food,926.0,Card,Chennai,Dinner at resto 
T11556,U060,2021-11-02,expense,savings,106.0,,Kolkata,Monthly rent
T04649,U019,2022-03-19,expense,savings,192.0,Card,Delhi,Grocery shopping
T00243,U024,2019-08-01,expense,rent,2898.0,Cash,,Uber to office
T04374,U100,2019-12-08,expense,rent,2457.0,Cash,Chennai,Monthly rent
T05979,U184,2019-11-28,expense,utilities,1133.0,Bank Transfer,Ahmedabad,Salary cash
T11318,U047,2022-06-25,expense,food,579.0,Card,Hyderabad,Doctor visit
T11999,U046,2022-12-30,expense,utilities,1162.0,Cash,Delhi,Paid electricity bill
T05794,U167,2022-12-05,expense,food,251.0,UPI,Kolkata,Monthly rent
T02314,U116,2021-07-23,expense,rentt,720.0,Cash,Jaipur,
T00346,U021,2021-04-19,expense,,728.0,UPI,Ahmedabad,Salary
T01691,U093,2021-12-07,expense,food,3093.0,Card,Bengaluru,Grocery shopping
T08743,U070,2022-05-18,expense,rent,149.0,Card,Kolkata,Netflix subscription
T00940,U126,2022-12-19,income,other income,66491.0,UPI,Chennai,Doctor visit
T00787,U048,2022-08-20,expense,food,824.0,,Lucknow,Grocery shopping
T10159,U071,2021-05-05,expense,travel,5021.0,Cash,,Grocery shopping cash
T06391,U012,2020-08-06,expense,rent,485.0,Bank Transfer,Chennai,Netflix subscription 
T03455,U138,2021-07-15,expense,entertainment,2005.0,Bank Transfer,Kolkata,
T12315,U034,2020-04-11,expense,food,372.0,UPI,Kolkata,Netflix subscription 
T03539,U179,2020-01-05,expense,travel,421.0,Cash,Mumbai,Dinner at resto
T09092,U150,2022-08-23,expense,,42.0,UPI,Hyderabad,Uber to office
T07963,U040,2019-01-14,expense,rent,180.0,Bank Transfer,Kolkata,Dinner at resto
T03590,U020,2022-05-31,expense,food,7275.0,Card,Kolkata,Gift
T05477,U170,2021-12-30,income,other income,35109.0,Bank Transfer,Bengaluru,Paid electricity bill via app
T00834,U082,2022-06-23,expense,travel,763.0,Card,Lucknow,
T08239,U064,2021-04-10,expense,food,174.0,ard,Lucknow,Salary
T04746,U081,2019-09-29,expense,savings,526.0,Bank Transfer,,Doctor visit
T07288,U044,2021-03-16,expense,food,375.0,Cash,Bengaluru,Dinner at resto
T11010,U060,2022-02-23,income,salary,42325.0,Bank Transfer,Chennai,Grocery shopping
T07609,U097,2022-12-07,expense,others,169.0,Bank Transfer,Jaipur,Course fee
T08833,U016,2020-04-01,expense,rent,759.0,,PUNE,Uber to office
T02854,U166,2020-08-14,income,other income,72568.0,Bank Transfer,Hyderabad,Dinner at resto cash
T03902,U188,2022-08-26,expense,entertainment,198.0,Card,Bengaluru,Gift 
T08993,U103,2022-08-03,expense,savings,2967.0,UPI,Delhi,Grocery shopping
T07274,U087,2019-07-05,expense,education,1774.0,UPI,Delhi,Monthly rent
T06568,U057,2021-10-26,income,salary,57068.0,UPI,Pune,Monthly rent
T14445,U006,2021-01-26,expense,savings,186.0,Cash,Pune,Uber to office
T06836,U130,2022-07-15,expense,food,480.0,Bank Transfer,Jaipur,Paid electricity bill
T02554,U015,2020-11-29,expense,rent,369.0,Cash,Jaipur,Course fee
T09643,U041,2020-10-14,expense,ret,210.0,Card,Lucknow,
T03998,U167,2021-09-06,expense,food,76.0,Card,Lucknow,Dinner at resto via app
T02805,U150,2020-01-06,income,salary,31607.0,Cash,Bengaluru,G37EFPMoP1SPj
T03269,U048,2022-04-29,expense,food,1428.0,Cash,Bengaluru,c27Yxk7VFAI4MAOi8M
T12828,U058,2019-09-08,income,other income,67648.0,Cash,Delhi,Course fee
T02171,U060,2021-02-17,expense,rent,286.0,UPI,Chennai,Gift
T10282,U027,2020-08-10,income,bonus,82294.0,Cash,Kolkata,
T08267,U066,2020-03-08,expense,utilities,263.0,Cash,Hyderabad,Grocery shopping cash
T04461,U056,2019-07-27,expense,rent,474.0,Card,Kolkata,Course fee
T12109,U071,2021-07-08,expense,food,368.0,UPI,Bengaluru,Paid electricity bill via app
T07265,U096,2019-08-03,expense,food,281.0,Card,Mumbai,Course fee 
T07703,U173,2022-12-16,expense,food,209.0,Cash,Bengaluru,ossRbcoyP226TTiT7I9
T10190,U151,2019-08-03,income,salary,80555.0,Bank Transfer,Ahmedabad,Monthly rent
T13572,U016,2022-10-25,expense,food,1599.0,Card,Ahmedabad,Monthly rent late
T08440,U022,2019-09-07,expense,food,195.0,Bank Transfer,Ahmedabad,Monthly rent
T00086,U016,2020-06-08,expense,entertainment,118.0,Cash,Delhi,
T06433,U116,2021-03-05,expense,food,1192.0,Cash,ahmedabad,
T08346,U062,2022-07-26,expense,food,132.0,Bank Transfer,Lucknow,Dinner at resto
T12033,U192,2019-07-25,expense,food,157.0,Card,Ahmedabad,Course fee
T08814,U030,2019-03-18,expense,travel,653.0,Bank Transfer,Delhi,
T08879,U002,2020-06-04,expense,food,168.0,Cash,kolkata,Salary
T09149,U088,2020-06-16,expense,entertainment,789.0,Cash,Lucknow,acDe9Bkpk1qg
T01359,U142,2020-12-09,income,bonus,69010.0,Bank Transfer,Chennai,Netflix subscription
T13113,U019,2020-02-16,expense,entertainment,374.0,Card,Mumbai,Uber to office
T14591,U014,2019-09-23,expense,others,287.0,Cash,Kolkata,Monthly rent
T03160,U145,2021-11-14,expense,food,170.0,Cash,Delhi,Monthly rent
T13542,U033,2020-09-07,expense,rent,2510.0,Bank Transfer,Chennai,XFEQmrlD5DAD
T09882,U026,2020-05-10,expense,savings,58.0,Card,Kolkata,Paid electricity bill late
T12450,U034,2021-03-06,expense,utilities,800.0,UPI,Bengaluru,fdNyYvsy0U2wJ7zrW
T12852,U007,2022-09-19,expense,utilities,341.0,Card,Delhi,Monthly rent
T06000,U103,2019-03-08,expense,food,21.0,Cash,Mumbai,Salary
T12715,U038,2021-03-06,expense,food,2469.0,Bank Transfer,,Uber to office
T02058,U035,2021-04-14,expense,education,29.0,Bank Transfer,Jaipur,Course fee
T11241,U158,2019-12-28,expense,food,979.0,Bank Transfer,chennai,
T02586,U190,2021-05-22,expense,travel,362.0,Bank Transfer,Ahmedabad,Gift
T07438,U032,2021-12-18,expense,utilities,1923.0,Cash,Jaipur,Monthly rent
T14586,U091,2019-04-29,expense,savings,305.0,UPI,Pune,Doctor visit
T14098,U182,2019-04-16,expense,rent,2195.0,Cash,Kolkata,Monthly rent late
T13903,U088,2020-08-11,expense,food,80.0,Cash,Hyderabad,Doctor visit
T10603,U060,2021-04-28,income,salary,40092.0,UPI,Bengaluru,Gift
T05262,U020,2021-05-23,expense,food,132.0,UPI,Chennai,Salary
T01530,U148,2019-11-02,expense,travel,615.0,Bank Transfer,Mumbai,Uber to office via app
T04437,U044,2020-03-17,expense,rent,186.0,Card,,Monthly rent
T06030,U066,2020-09-09,income,salary,67118.0,Bank Transfer,Bengaluru,Paid electricity bill
T04971,U148,2021-11-11,expense,entertainment,401.0,Card,Ahmedabad,
T09642,U184,2019-12-11,expense,utilities,37.0,UPI,Chennai,Grocery shopping
T11875,U135,2021-08-26,expense,travel,463.0,Card,Chennai,
T06127,U128,2020-05-16,expense,food,399.0,UPI,Mumbai,Course fee
T05888,U024,2022-09-23,expense,travel,1045.0,Cash,Chennai,6a9U3LhY
T00999,U124,2022-11-07,income,other income,41974.0,Card,Mumbai,Grocery shopping
T05690,U103,2020-09-10,expense,rent,3952.0,Cash,Pune,Doctor visit
T13837,U157,2020-11-14,expense,rrent,293.0,Bank Transfer,,Doctor visit
T00098,U021,2021-04-15,expense,rent,907.0,Card,Lucknow,Course fee
T06681,U145,2021-06-09,expense,rent,-376.0,Card,Chennai,Uber to office
T01272,U163,2022-02-23,expense,others,118.0,Bank Transfer,Kolkata,Dinner at resto
T02556,U116,2020-04-10,expense,tilities,61.0,UPI,Chennai,Doctor visit
T14196,U179,2022-05-31,income,other income,50302.0,UPI,Lucknow,Uber to office
T13498,U143,2022-05-22,expense,rent,158.0,Card,pune,Course fee cash
T03718,U170,2020-09-20,income,,94629.0,Cash,Ahmedabad,Dinner at resto
T00943,U031,2021-05-27,expense,food,274.0,Cash,Delhi,Course fee cash
T10799,U178,2022-05-13,expense,food,61.0,,mumbai,Grocery shopping
T10976,U029,2021-09-27,expense,food,103.0,Bank Transfer,Delhi,Dinner at resto
T13318,U186,2020-06-15,income,salary,38756.0,Card,Jaipur,Uber to office
T14705,U180,2022-08-12,expense,rent,155.0,Cash,KOLKATA,Monthly rent
T13559,U142,2019-03-01,expense,rent,1012.0,Bank Transfer,Pune,Course fee
T10219,U108,2020-08-28,expense,rent,2667.0,UPI,Pune,Paid electricity bill
T07334,U150,2021-01-08,expense,others,2066.0,Card,Ahmedabad,Salary
T09675,U021,2021-03-04,income,salary,53293.0,Card,Pune,Grocery shopping
T01685,U128,2020-05-18,expense,utilities,376.0,Card,Bengaluru,Paid electricity bill late
T01147,U004,2020-12-03,income,other income,57500.0,Cash,Hyderabad,Course fee 
T10646,U057,2022-10-08,expense,rent,51.0,UPI,Lucknow,Netflix subscription via app
T06152,U005,2019-10-26,income,other income,75167.0,Card,Chennai,Salary
T13916,U094,2021-07-13,expense,travel,324.0,Bank Transfer,,HlS6NoXrFhEE11K
T02520,U088,2021-01-01,expense,health,193.0,Bank Transfer,Ahmedabad,Netflix subscription
T07173,U120,2021-02-21,expense,travel,384.0,Bank Transfer,Ahmedabad,Monthly rent
T06769,U086,2021-06-20,expense,others,357.0,Bank Transfer,Hyderabad,Salary cash
T08376,U158,2019-04-05,income,other income,32642.0,,Lucknow,
T12553,U029,2021-12-22,income,other income,102640.0,Cash,Jaipur,Grocery shopping via app
T06369,U031,2021-05-24,expense,rent,33.0,UPI,Ahmedabad,Course fee cash
T03063,U104,2020-08-30,expense,savings,4205.0,UPI,Pune,
T12632,U099,2021-09-19,income,bonus,37303.0,UPI,Delhi,Uber to office
T11089,U055,2020-09-05,expense,health,211.0,Cash,Hyderabad,Doctor visit
T03978,U151,2022-10-30,income,other income,29719.0,Card,Pune,Gift
T14319,U038,2019-05-08,expense,rent,273.0,Bank Transfer,Chennai,Dinner at resto cash
T12677,U013,2022-11-22,income,salary,51984.0,Bank Transfer,,Monthly rent
T03386,U178,2020-04-15,expense,food,50.0,Cash,Ahmedabad,Netflix subscription
T05299,U081,2019-10-25,expense,rent,287.0,Card,Hyderabad,Paid electricity bill
T07803,U139,2021-10-24,expense,fodo,248.0,Cash,Bengaluru,
T09486,U166,2022-12-29,expense,health,669.0,UPI,Jaipur,Salary
T01493,U114,2022-02-17,expense,food,333.0,Card,Kolkata,Dinner at resto
T14336,U191,2020-04-18,income,bonus,78345.0,Bank Transfer,Pune,NDHF8tdqNewIJtTKw
T03784,U120,2022-05-03,expense,utilities,737.0,Card,Bengaluru,Uber to office 
T07340,U072,2022-04-26,expense,others,77.0,UPI,Kolkata,BqxPtAR949x0e
T05449,U074,2019-03-14,expense,food,947.0,Card,Pune,Monthly rent cash
T08234,U157,2022-12-31,expense,travel,305.0,Cash,Kolkata,Course fee
T09784,U127,2021-03-12,expense,food,225.0,Bank Transfer,Ahmedabad,Dinner at resto 
T13655,U082,2020-10-08,expense,,301.0,Card,Ahmedabad,Uber to office
T08313,U075,2020-05-07,expense,food,247.0,Bank Transfer,Jaipur,Dinner at resto
T00184,U148,2021-07-22,expense,rent,283.0,Bank Transfer,Chennai,Doctor visit 
T11353,U028,2019-02-23,expense,food,575.0,UPI,Lucknow,Doctor visit 
T05066,U174,2020-07-23,income,bonus,26373.0,Card,Kolkata,Uber to office
T00400,U002,2019-09-04,income,bonus,66773.0,Card,Lucknow,
T07142,U012,2022-05-24,expense,entertainment,90.0,Card,Lucknow,Salary
T08719,U030,2022-11-11,expense,food,-121.0,Bank Transfer,Chennai,Uber to office 
T11911,U034,2019-03-16,expense,food,206.0,Card,Jaipur,Paid electricity bill
T04144,U022,2022-07-20,expense,others,616.0,,Mumbai,Paid electricity bill
T09731,U184,2020-06-09,expense,travel,221.0,Card,Jaipur,Uber to office
